,created_at,favorite_count,location,retweet_count,text
80,Sun Mar 18 23:06:51 +0000 2018,0,No Location,145,RT @craigbrownphd: How to assign interactions to a contact using unique IDs: Often you have the problem that the interaction has not been a…
81,Sun Mar 18 23:06:49 +0000 2018,0,No Location,13,"RT @Bharath_369: 5 Steps to@#BigData &amp; #Analytics Success! #ML @MikeQuindazzi #DL
#Blockchain #DeepLearning #Fintech #DataScience #CIO #def…"
82,Sun Mar 18 23:06:48 +0000 2018,0,No Location,8,"RT @ahmedjr_16: 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/MqP4EYtLZe

#AI #ArtificialIntelligence #BI #Machin…"
83,Sun Mar 18 23:06:48 +0000 2018,0,No Location,13,"RT @Bharath_369: 5 Steps to@#BigData &amp; #Analytics Success! #ML @MikeQuindazzi #DL
#Blockchain #DeepLearning #Fintech #DataScience #CIO #def…"
84,Sun Mar 18 23:06:26 +0000 2018,0,No Location,6,"RT @vinod1975: Credit Risk Prediction Using #ArtificialNeuralNetwork #Algorithm ..by Shruti.Goyal

#Intelligence #DataScience #MachineLearn…"
85,Sun Mar 18 23:06:15 +0000 2018,0,No Location,9,"RT @Jadirectivestwt: Discount | 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/21McNGteRQ

#AI #ArtificialIntellig…"
86,Sun Mar 18 23:06:15 +0000 2018,0,No Location,3,"RT @Ronald_vanLoon: How #Chatbots Will Transform #CustomerExperience
by @BlakeMichelleM @Forbes @satyanadella |

Read more at https://t.co/…"
87,Sun Mar 18 23:05:58 +0000 2018,0,No Location,9,"RT @Jadirectivestwt: Discount | 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/21McNGteRQ

#AI #ArtificialIntellig…"
88,Sun Mar 18 23:05:49 +0000 2018,0,No Location,221,"RT @DeepLearn007: McKinsey: What’s now and next in analytics &amp; AI
#AI #MachineLearning #DeepLearning #BigData #Fintech #Insurtech #Marketin…"
89,Sun Mar 18 23:05:40 +0000 2018,2,No Location,3,"How #Chatbots Will Transform #CustomerExperience
by @BlakeMichelleM @Forbes @satyanadella |

Read more at… https://t.co/khLimHpr0V"
90,Sun Mar 18 23:05:35 +0000 2018,0,No Location,12,"RT @Bharath_369: The Modern #DataScientist: Problem-Solver, #Hacker-Mindset, #MachineLearning Capable. 
#ContentMarketing #makeyourownlane…"
91,Sun Mar 18 23:04:58 +0000 2018,0,No Location,8,"RT @ahmedjr_16: 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/MqP4EYcaAE

#AI #ArtificialIntelligence #BI #Machin…"
92,Sun Mar 18 23:04:55 +0000 2018,0,No Location,8,"RT @ahmedjr_16: 21 Best #DataScience Courses to Become the #DataScientist

https://t.co/MqP4EYtLZe

#AI #ArtificialIntelligence #BI #Machin…"
93,Sun Mar 18 23:04:55 +0000 2018,0,No Location,95,"RT @Strat_AI: Taking an #Agile Approach to #DataScience via @Strat_AI

https://t.co/ms3YNeHOcy

#analytics #ai #bigdata #machinelearning #m…"
94,Sun Mar 18 23:04:48 +0000 2018,0,No Location,12,"RT @Bharath_369: The Modern #DataScientist: Problem-Solver, #Hacker-Mindset, #MachineLearning Capable. 
#ContentMarketing #makeyourownlane…"
95,Sun Mar 18 23:04:47 +0000 2018,0,No Location,12,"RT @Bharath_369: The Modern #DataScientist: Problem-Solver, #Hacker-Mindset, #MachineLearning Capable. 
#ContentMarketing #makeyourownlane…"
96,Sun Mar 18 23:04:00 +0000 2018,0,No Location,3,"RT @marc_smith: ""machine learning"" via NodeXL https://t.co/enSk64Ubc2
@alevergara78
@signals_network
@ronald_vanloon
@bobehayes
@nschaetti…"
97,Sun Mar 18 23:03:54 +0000 2018,0,No Location,11,"RT @Ronald_vanLoon: Hacking #Cyborgs: By 2025 Non-Augmented Humans Will Be Obsolete. 
by @ArtOfTheHak @ICITorg | 

Read more here: https://…"
98,Sun Mar 18 23:03:48 +0000 2018,0,No Location,18,"RT @Ronald_vanLoon: The 10 Statistical Techniques #DataScientists Need to Master
by @james_aka_yale @TDataScience |

Read full article here…"
99,Sun Mar 18 23:03:41 +0000 2018,0,No Location,292,"RT @DeepLearn007: The Amazing Ways Instagram Uses Big Data And Artificial Intelligence
#AI #MachineLearning #DeepLearning #BigData #DataSci…"
